company_name,industry,funding_rounds,total_funding,job_postings_30d,employee_growth_pct,hiring_roles,industry_growth_rate,regional_employment_trend,funding_per_employee,days_since_last_funding,growth_momentum,is_hot_lead,funding_year,funding_month,funding_day,funding_weekday,funding_quarter
14145,2,2.2624150456540733,3764480.82,12.25181154915922,30.370336802476675,0,24.5,3.3,1242.402910891089,1316,45173769.84,0,2021,7,15,3,3
6642,0,1.8872874419015893,4599575.12,6.960285739845311,43.45270988381177,0,28.8,2.9,1006.471579868709,241,36796600.96,0,2024,6,24,0,2
5992,1,0.9960998910874824,6887766.84,8.107594184902762,-8.315911308017203,2,21.3,1.4,-10436.010363636364,926,55102134.72,0,2022,8,9,1,3
3806,2,1.9032063930337169,10013315.37,7.077252755141213,18.12335685887643,2,8.1,10.1,5594.030932960895,286,70093207.58999999,0,2024,5,10,4,2
6279,0,3.816587094132117,2417036.02,8.339803648444025,5.801744368817086,2,16.0,7.4,3356.994472222222,1363,21753324.18,0,2021,5,29,5,2
15976,0,1.795902366149089,918185.0,18.385649087002584,54.76353868611846,3,21.8,0.6,187.76789366053168,1204,14690960.0,0,2021,11,4,3,4
15160,3,6.149218690176382,2058119.21,19.561904710729134,36.532079958882655,3,12.2,5.6,547.3721303191489,1719,41162384.2,1,2020,6,7,6,2
15939,3,1.814720964003982,9486457.77,13.737780389307218,-4.027596767219666,3,17.3,3.1,-32711.923344827585,1333,113837493.24,0,2021,6,28,0,2
13003,1,1.993855133337998,1989202.62,8.450373685698802,4.768461463994197,1,29.2,-1.0,3060.311723076923,1713,17902823.580000002,0,2020,6,13,5,2
13290,0,2.982588607523625,2714234.14,11.737061213651154,37.114103962698806,2,22.9,14.8,807.8077797619048,1199,32570809.68,1,2021,11,9,1,4
11366,1,4.258827973805977,2158196.46,5.300674338847895,25.316380343766053,2,16.1,13.0,793.454580882353,714,12949178.76,0,2023,3,9,3,1
9993,4,2.6391132580486434,1317749.44,5.24201795590006,0.6053490310442455,2,29.0,6.7,8235.934,1044,6588747.199999999,0,2022,4,13,2,2
611,4,1.978498899981455,3647158.35,10.232372780964802,42.896676585695424,3,18.6,4.3,1018.7593156424582,1641,40118741.85,1,2020,8,24,0,3
4952,0,2.6646575119930764,5598811.01,12.715340017559909,21.546787179687357,2,17.1,6.4,2521.9869414414416,981,55988110.1,0,2022,6,15,2,2
14237,2,5.168821564058944,111315.26,13.994365579625166,27.29471816956229,0,9.3,4.7,37.86233333333333,911,1335783.12,0,2022,8,24,2,3
4052,4,4.090155074338345,3628277.79,10.810962645489267,19.62060169765785,2,7.4,4.0,1769.8916048780488,1671,43539333.48,1,2020,7,25,5,3
7084,3,1.7835854165778278,2193157.51,11.677709815054827,32.35811829152296,0,25.0,-3.9,572.6259817232376,120,28511047.629999995,0,2024,10,23,2,4
12194,0,1.0091349405150392,1948049.69,15.506490094410116,27.04652734308885,1,27.0,-4.6,763.9410549019608,188,31168795.04,0,2024,8,16,4,3
15069,0,2.58238225932216,561895.24,13.284718719806255,4.496378475814214,2,28.7,-2.9,985.7811228070176,1786,7304638.12,0,2020,4,1,2,2
3336,0,2.027211229913806,7037537.18,9.872638047396984,41.611905900968445,0,15.2,11.5,1876.6765813333327,1605,70375371.8,0,2020,9,29,1,3
13502,1,2.833901976438685,6681546.33,11.376331000776029,14.916278362842652,3,26.2,-0.4,4639.962729166667,857,73497009.63,0,2022,10,17,0,4
11762,4,2.0767984346384014,806198.13,6.267709450943756,37.08664711383537,3,12.5,-2.4,202.05466917293236,1258,4837188.78,0,2021,9,11,5,3
6603,1,1.0580377830437686,7969173.1,13.834715987298637,8.575915743539197,0,15.4,-1.1,7589.688666666666,1808,95630077.2,0,2020,3,10,1,1
5209,3,3.2431473704995515,606195.45,16.02998669631672,26.96231023023805,0,29.4,9.8,178.29277941176468,1272,9699127.2,0,2021,8,28,5,3
11667,0,5.015214849451464,7993083.8,9.425325781714534,20.94623649821489,2,18.6,-4.2,3976.6586069651735,1697,79930838.0,0,2020,6,29,0,2
2184,4,4.655761700591072,4772595.73,14.59491642663878,6.336476336141775,2,13.3,2.8,6721.965816901409,421,66816340.220000006,0,2023,12,27,2,4
6460,4,3.981310556649261,14460967.37,6.586448192801697,36.60663761812777,2,11.1,14.6,4085.019031073446,1003,101226771.59,0,2022,5,24,1,2
3470,2,1.9597978085882444,2517444.67,7.572387418074369,1.4764729040189255,2,23.2,1.4,10945.411608695653,412,17622112.689999998,0,2024,1,5,4,1
4011,2,1.8039280953011687,6657761.57,7.834640529468236,3.2164815196260714,3,7.5,-2.1,13870.336604166669,295,59919854.13,0,2024,5,1,2,2
10822,2,2.690766900385784,3537459.66,9.097299825179514,40.22894238781223,2,8.3,12.4,791.378,1344,35374596.6,0,2021,6,17,3,2
14612,0,1.4938260186715118,5597379.67,11.046996011728249,-4.169616296900947,3,10.0,-0.4,-20731.03581481481,1389,61571176.37,0,2021,5,3,0,2
15195,1,5.014188545163605,2160733.29,15.036656693310336,-8.376682141224784,0,20.1,12.5,-2959.908616438356,1525,28089532.77,0,2020,12,18,4,4
3517,0,2.123839503041304,969338.51,10.227270063738665,29.698067262556428,3,6.3,10.1,267.7730690607734,503,10662723.61,0,2023,10,6,4,4
11095,3,1.9478823860304664,10179259.15,11.319865209045709,0.8959378177050827,0,29.3,9.0,56551.43972222223,1335,101792591.5,0,2021,6,26,5,2
11960,0,1.987156533255115,174668.47,9.864853989915074,12.430452627559289,3,14.2,11.3,114.91346710526317,773,1746684.7,0,2023,1,9,0,1
7725,4,2.02156705786958,11846484.65,11.277377553171814,2.0328940540291724,1,16.2,12.8,35898.43833333333,1801,142157815.8,0,2020,3,17,1,1
14160,1,2.817648772968976,353992.97,2.721841670960869,35.21088162520132,2,23.6,0.3,95.933054200542,1806,1061978.91,0,2020,3,12,3,1
2174,3,1.9090712770691445,6056822.38,11.67737621676918,25.117362899364416,1,12.2,13.2,2194.5008623188405,1526,78738690.94,1,2020,12,17,3,4
10775,2,1.840241163499536,9247589.42,10.447482009584675,31.335417667780213,2,24.0,6.8,2926.4523481012657,718,92475894.2,0,2023,3,5,6,1
14193,4,2.042104471946523,962900.66,5.893587315852361,4.936815960128141,1,20.4,13.3,1689.299403508772,1080,5777403.96,0,2022,3,8,1,1
7863,2,3.431653480993668,1249764.63,8.3524073896753,11.140533633693083,3,22.2,-3.8,1190.2520285714284,1411,9998117.04,0,2021,4,11,6,2
1091,4,2.235109092846588,3076751.39,7.655162548435456,21.06910305630248,2,27.0,1.4,1392.1951990950226,1543,24614011.12,0,2020,11,30,0,4
9107,1,4.966634705500512,1890593.71,5.859869231997728,3.5821842765761764,1,12.7,-0.5,4396.729558139535,270,11343562.26,0,2024,5,26,6,2
1680,1,3.327761120030506,1729411.42,9.440941270284318,16.781187112393443,3,27.9,2.5,993.9146091954024,1139,13835291.36,0,2022,1,8,5,1
4482,0,3.2891398757843118,4780208.65,14.08411163519769,45.56769814628051,2,5.3,13.9,1079.0538713318283,510,66922921.10000001,1,2023,9,29,4,3
10675,1,4.824035995501017,7487795.88,5.169524939157775,18.39459285728714,0,7.1,-3.7,4378.828,433,44926775.28,0,2023,12,15,4,4
13421,4,2.066718145544081,141787.69,9.251186890722703,36.676924528372695,1,14.2,9.7,34.582363414634145,1318,1276089.21,0,2021,7,13,1,3
4571,4,1.970663068678996,7056005.77,16.75732290603991,-8.98669304811926,1,20.9,7.6,-8931.652873417721,1577,119952098.09,0,2020,10,27,1,4
7007,0,0.848655729541318,4387676.65,10.271832178495412,27.62199300570896,1,18.6,7.4,1755.07066,368,43876766.5,0,2024,2,18,6,1
15896,2,5.148807304248395,2923393.92,6.858844113669787,-7.056825006172436,0,28.1,13.1,-5128.761263157895,1596,20463757.44,0,2020,10,8,3,4
9362,0,3.8331233863640177,6593943.97,6.112907382370246,1.550624421570739,0,11.1,1.8,29972.47259090909,125,39563663.82,0,2024,10,18,4,4
3790,0,1.640302026880025,6801516.57,11.28278625524898,14.445105801789436,3,23.9,11.6,4474.681953947369,234,88419715.41,0,2024,7,1,0,3
2147,4,2.674858412951568,5316721.38,11.366152565146406,-0.7817706320672697,3,19.1,13.7,265836.069,1011,58483935.18,0,2022,5,16,0,2
5205,4,5.832743569665633,1802437.3,12.572275215773718,25.524212881892765,3,12.3,8.3,675.0701498127341,1718,21629247.6,1,2020,6,8,0,2
29,2,7.979951568910406,4171381.07,11.515672418783408,49.13362245846966,3,29.3,12.5,821.1380059055118,243,45885191.77,1,2024,6,22,5,2
14767,3,4.539529760345324,1923205.28,9.491723520024545,19.030329186108368,1,5.4,3.2,1006.9137591623036,1417,21155258.08,1,2021,4,5,0,2
15214,3,2.361504138906408,7776496.27,8.206838620108723,28.903797201051976,3,6.1,-2.9,2516.6654595469254,1458,77764962.69999999,0,2021,2,23,1,1
11043,0,2.9113530345984557,1364583.11,7.722211156735958,29.536138707430293,1,17.8,4.5,470.5459,562,12281247.99,0,2023,8,8,1,3
14236,3,1.0934307752677996,12722257.01,8.467105599070404,29.013596948105704,2,9.9,13.9,3988.16834169279,1391,101778056.08,0,2021,5,1,5,2
10655,4,5.9302452286907466,4490810.28,6.899495683271298,-3.806743414070493,2,10.7,-1.4,-19525.26208695652,1422,31435671.96,0,2021,3,31,2,1
12863,1,2.971101601990067,7982989.6,11.299551124378128,-8.369259466510382,3,12.1,4.3,-10787.823783783784,437,95795875.2,0,2023,12,11,0,4
2459,3,1.1422830702319189,10518791.69,6.176141396372488,45.72046488493623,2,19.0,12.6,2233.289106157112,855,73631541.83,0,2022,10,19,2,4
9829,0,2.709476146679784,10340062.54,8.63745952244345,26.82481226450718,2,28.4,10.8,3801.493580882353,1089,82720500.32,0,2022,2,27,6,1
5206,3,3.053409122905748,251802.51,6.642545258815108,-5.8115078249452425,0,11.9,1.3,-475.0990754716981,703,1762617.57,0,2023,3,20,0,1
13812,4,2.1043412252245117,5981016.89,16.050456079462716,-2.221430010088051,0,23.4,-2.7,-39873.44593333333,1620,95696270.24,0,2020,9,14,0,3
6641,3,3.3426975833792465,3498056.04,6.438970625675255,4.860629913965167,0,20.0,13.1,5928.908542372881,1286,31482504.36,0,2021,8,14,5,3
13419,1,3.6143667766415657,2138101.93,11.218584111127322,-5.651755686129307,1,6.2,2.8,-4751.337622222222,217,25657223.160000004,0,2024,7,18,3,3
5659,0,3.94390585602146,1178883.91,13.899845822005911,43.24171437725698,1,17.2,4.0,288.9421348039216,984,15325490.829999998,0,2022,6,12,6,2
7530,0,4.32830485968927,2643600.61,6.367603893096145,6.22648752923482,2,16.5,4.8,3723.38114084507,897,21148804.88,0,2022,9,7,2,3
271,2,3.890484547188733,454617.09,3.9766842785192895,17.786798957910303,0,8.4,-3.1,251.1696629834254,289,2273085.45,0,2024,5,7,1,2
1071,4,0.951431842832722,6751826.73,11.388787771187037,2.3949987292793997,2,7.2,-0.6,20460.081,464,74270094.03,0,2023,11,14,1,4
8172,2,1.9103608674028767,8089218.11,8.717516157802454,49.3481139780904,2,13.1,11.3,1743.3659719827588,997,72802962.99000001,0,2022,5,30,0,2
7543,1,3.123520053727347,6194544.52,10.66573352785051,21.10438145287152,0,16.9,13.7,2978.1464038461536,440,74334534.24,1,2023,12,8,4,4
10529,4,3.088351934052171,7167489.95,5.676549371147019,-3.937757278750611,2,12.3,8.6,-24715.482586206897,1329,50172429.65,0,2021,7,2,4,3
3628,4,4.568764577315965,2978478.55,10.526876304135818,-9.279901824649608,1,26.3,-0.1,-3818.562243589743,336,29784785.5,0,2024,3,21,3,1
3367,1,2.115634082509944,4776041.33,10.366444244037885,-8.924749103152042,0,20.9,3.6,-6542.5223698630125,976,47760413.3,0,2022,6,20,0,2
2624,2,4.076252896227774,5483958.5,7.318883220421309,38.37030652927229,0,5.7,10.0,1311.9517942583732,120,38387709.5,0,2024,10,23,2,4
13352,3,1.9659644629057904,1284216.05,8.059198232584565,32.14682212470984,3,27.2,-3.5,428.0720166666667,1186,10273728.4,0,2021,11,22,0,4
13418,3,1.877541829096821,6965022.12,8.002975007245862,35.909815865059,2,12.3,9.4,2001.4431379310347,994,48755154.84,0,2022,6,2,3,2
13533,1,2.4840754031664547,2514366.02,4.876691932704559,38.42439953574736,1,9.8,8.4,646.3665861182519,1064,12571830.1,0,2022,3,24,3,1
15820,2,5.527253697414315,3753035.63,2.6834807234633966,21.563358322885723,0,13.5,7.4,1563.7648458333333,1723,11259106.89,0,2020,6,3,2,2
10458,0,3.4670832080517755,6775194.72,6.859506583707412,8.845957112386687,0,10.1,-3.9,6775.19472,314,47426363.04,0,2024,4,12,4,2
4938,1,1.9738704222609464,1344340.34,14.952828621923327,16.161409405144877,0,13.3,14.4,777.0753410404625,1520,20165105.1,0,2020,12,23,2,4
1749,1,1.853728912873716,5092065.95,18.05766779388115,40.095969851348,2,10.4,0.7,1238.945486618005,933,86565121.15,1,2022,8,2,1,3
3669,1,3.13392464465085,2397753.74,13.021437739214594,10.788975795121065,3,29.8,-3.8,2031.9946949152545,620,31170798.620000005,0,2023,6,11,6,2
8244,0,4.058447065570577,2605021.26,11.987512660543672,28.5381805325706,3,11.2,-1.1,975.6633932584268,995,31260255.12,1,2022,6,1,2,2
639,1,1.0506858499929193,8832482.48,12.099196369392542,45.86000017912786,1,12.4,3.8,1984.8275235955057,1069,105989789.76,0,2022,3,19,5,1
14310,2,1.8776270889753277,8255192.26,7.065781025358873,12.58963468076566,3,23.8,-1.8,5938.987237410071,1142,57786345.82,0,2022,1,5,2,1
12604,1,5.390776599253495,4007116.01,9.941971925887364,15.707841591022598,0,29.3,-0.8,2443.3634207317077,125,40071160.1,0,2024,10,18,4,4
1253,3,4.716193104541274,2593590.55,6.6135773125125645,47.01706195148488,1,27.1,-3.2,570.0199010989011,263,18155133.85,0,2024,6,2,6,2
1336,0,2.8507474453854984,2088157.1,9.38603088028492,-5.448510608189313,1,11.2,1.0,-3663.43350877193,1339,18793413.9,0,2021,6,22,1,2
13997,1,4.08731648002547,435369.73,3.979244424405981,44.6441060524417,0,14.1,1.1,115.17717724867724,839,1741478.92,0,2022,11,4,4,4
5079,0,2.837612181138958,8850573.85,18.92725716265018,12.051969008622477,3,23.8,-3.1,7024.2649603174605,1044,141609181.6,0,2022,4,13,2,2
11791,3,3.804487440124273,2215476.54,6.384172375529093,6.792135039022665,0,23.6,-2.9,3077.05075,1480,15508335.78,0,2021,2,1,0,1
13058,4,3.023318396017661,904355.92,5.387204482556286,30.300617707662976,0,5.4,-0.6,265.9870352941177,1474,5426135.5200000005,0,2021,2,7,6,1
10519,0,1.0746014944106697,4140746.06,12.465999971466823,37.7682705593187,1,29.7,9.2,1196.7474161849711,1568,49688952.72,0,2020,11,5,3,4
16316,0,4.078428723799033,2787898.65,10.670357415992058,3.2615689678659114,0,14.1,1.5,6195.330333333333,1613,27878986.5,0,2020,9,21,0,3
15625,0,2.0453437250487183,4854575.55,19.502093553192136,2.530914135975372,3,25.7,13.3,14710.835,820,92236935.45,0,2022,11,23,2,4
2619,4,1.036955094302202,1665429.58,12.70649730779721,23.121196562711397,1,28.5,1.7,736.9157433628319,448,21650584.54,0,2023,11,30,3,4
7774,1,4.6613873546428,1343365.9,9.30766366410117,-7.54241199504532,3,18.0,8.1,-1815.359324324324,1397,13433659.0,0,2021,4,25,6,2
13660,1,1.7990990725721827,6679020.19,13.910776333132516,22.857575371669384,1,6.0,12.3,2759.925698347108,1554,80148242.28,1,2020,11,19,3,4
15453,0,2.790701589487832,1961031.76,8.888218896308802,3.271507685024384,0,19.7,6.9,4085.4828333333335,1317,21571349.36,0,2021,7,14,2,3
15483,0,4.191268321327148,5500045.78,9.637954644887849,17.165324289058326,1,10.4,14.5,2619.0694190476192,1193,49500412.02,0,2021,11,15,0,4
3545,2,3.2061914732105485,2826239.46,11.628098175282238,40.59656000580914,3,13.0,13.3,717.3196598984772,709,31088634.06,1,2023,3,14,1,1
7615,4,2.4311131846161427,3116950.79,16.097255520434146,6.0000175841307,1,20.9,6.0,4101.251039473685,928,46754261.85,0,2022,8,7,6,3
14149,2,5.461323817876864,4616461.35,5.975781057885296,14.940330884417348,3,15.7,-3.7,2637.977914285714,1554,27698768.1,0,2020,11,19,3,4
10706,1,4.494325468268385,2605415.49,6.580774837679274,12.643244817781817,1,14.6,3.2,1514.7764476744187,235,15632492.94,0,2024,6,30,6,2
4430,2,2.683486233608888,4191010.19,6.791983955404039,17.907056557282562,2,28.9,4.5,2315.4752430939225,163,33528081.52,0,2024,9,10,1,3
2392,1,2.0247085747075384,15460914.18,9.188576224682276,16.267301491972983,2,12.3,10.7,10239.016013245033,139,139148227.62,0,2024,10,4,4,4
14556,3,3.488604270845285,2707391.1,15.39116119414078,23.1530587368606,2,23.6,3.1,963.4843772241992,1421,43318257.6,1,2021,4,1,3,2
12297,0,0.9834323443425224,4072354.63,9.004251349659919,4.998266382790359,1,9.7,2.2,7683.687981132075,1034,40723546.3,0,2022,4,23,5,2
9285,2,4.887567961864035,791238.48,16.124463623372055,0.165439762153139,1,19.2,-1.8,6593.654,607,10286100.24,0,2023,6,24,5,2
3762,2,4.801900389417149,6146934.24,11.637607961086676,20.17998792802108,0,11.8,11.5,2969.5334492753623,1180,67616276.64,0,2021,11,28,6,4
4585,4,2.215865016721644,10468759.84,16.28665703586494,34.41545395370415,2,15.3,-1.5,3292.0628427672955,787,167500157.44,1,2022,12,26,0,4
5295,3,3.060744188358597,4300142.98,9.35731964374791,8.963876056787806,1,10.8,5.4,4526.466294736842,539,38701286.82000001,0,2023,8,31,3,3
16040,1,3.0928157561444296,2689271.68,10.66018835400881,45.745909822359,1,8.4,12.8,574.6307008547009,240,29581988.48,1,2024,6,25,1,2
3452,4,2.919546300403913,7752692.9,8.150200292413915,-4.820972952974904,0,28.5,6.1,-18029.518372093025,707,62021543.2,0,2023,3,16,3,1
4067,2,4.657975682888361,6300196.58,9.0047815082551,-7.966299554290994,3,8.9,11.3,-7500.234023809524,789,56701769.22,0,2022,12,24,5,4
13418,0,0.8670195533682459,1988141.88,9.49708950827766,37.68540008505072,3,12.3,9.6,493.33545409429286,404,19881418.8,0,2024,1,13,5,1
15481,4,3.3792791143340004,1346535.82,6.463725592347501,4.71200906792454,3,19.4,11.3,2493.584851851852,1302,8079214.92,0,2021,7,29,3,3
2602,2,3.3079414722530034,918517.92,3.4507210560992707,-3.942630363263061,0,12.2,7.4,-3401.9182222222225,1158,3674071.68,0,2021,12,20,0,4
14541,4,0.9684404794199074,2113806.95,12.48307394624306,46.319331203454105,1,27.5,4.6,472.8874608501119,480,25365683.4,0,2023,10,29,6,4
15035,4,4.197290709139423,3627218.44,12.968636211686244,7.815079586504152,2,5.7,11.2,3818.1246736842095,769,54408276.6,0,2023,1,13,4,1
14962,2,2.7021612665605903,4998097.72,10.470197378341116,11.618122455944665,1,20.6,-2.5,3183.5017324840765,1551,49980977.2,0,2020,11,22,6,4
12652,3,1.1579291772809437,6330275.93,12.148081250295606,34.92657893631262,3,28.2,4.3,2068.7176241830066,767,75963311.16,0,2023,1,15,6,1
5105,3,2.115725472460864,3165965.05,11.457838306747083,16.134265560226787,0,26.3,-2.6,1702.1317473118277,375,44323510.7,1,2024,2,11,6,1
4366,1,0.9073266460584818,2523591.69,8.613195927282401,5.356067769241004,3,24.3,6.9,4427.353842105263,1107,22712325.21,0,2022,2,9,2,1
13313,2,2.3698891133357,4001340.6,7.522907437256305,29.637174523371115,0,20.3,7.3,1234.9816666666668,1402,32010724.8,0,2021,4,20,1,2
1250,1,1.5266371383280437,885474.68,5.972517958244195,-3.365711149674788,3,25.2,12.3,-3279.535851851852,307,5312848.08,0,2024,4,19,4,2
198,2,1.1499102213926078,8911162.99,12.893824306087932,20.31939545711128,0,26.8,3.6,3841.018530172414,1544,106933955.88,0,2020,11,29,6,4
10314,1,3.984543401206986,5649329.36,9.442285218890753,29.487864354134253,2,27.0,6.9,1765.415425,232,50843964.24,0,2024,7,3,2,3
14135,0,5.067438994846235,283668.98,8.641396211260899,9.53610241544451,3,25.6,4.5,255.55763963963963,99,2553020.82,0,2024,11,13,2,4
4206,2,3.531601595024258,3794412.34,8.750655624838213,3.90972799821712,3,16.8,9.1,7440.024196078431,1081,34149711.06,0,2022,3,7,0,1
6804,2,1.7042393445182722,8632607.19,11.042544403841667,15.764335096599636,0,14.7,2.1,5169.225862275449,381,94958679.09,1,2024,2,5,0,1
13422,2,2.0943197325832115,2503628.93,11.386159806069168,32.23178036438275,0,9.0,12.7,648.6085310880829,472,32547176.090000004,1,2023,11,6,0,4
14158,0,6.180825598266454,5520593.59,12.511363790196627,35.49879867983336,0,22.6,-4.6,1604.823718023256,282,55205935.9,0,2024,5,14,1,2
556,2,2.8204010362639136,1319074.63,5.3956660843434845,57.10308805799186,0,14.1,9.8,275.9570355648535,1084,6595373.149999999,0,2022,3,4,4,1
1929,3,1.0371044545982475,10998002.34,12.064520323375373,47.63949285395941,1,25.8,2.2,2182.143321428571,37,153972032.76,0,2025,1,14,1,1
2703,2,6.396589124045748,7433799.61,9.666611942281236,-8.270195367863284,2,21.3,13.8,-8544.597252873566,514,74337996.10000001,0,2023,9,25,0,3
231,2,2.799703795845337,986674.59,11.74262859478485,5.820175898494928,0,9.2,-2.2,1370.381375,257,9866745.9,0,2024,6,8,5,2
9611,1,2.9215392496965924,5979908.08,3.0447660043774167,7.923497958678098,0,27.8,11.3,6294.640084210527,1072,17939724.240000002,0,2022,3,16,2,1
2566,4,1.1319839713758086,11561078.98,10.529078965417638,-7.162642546537839,1,20.1,7.3,-13763.189261904765,1378,138732947.76,0,2021,5,14,4,2
10953,1,1.8022563258926327,9267955.2,11.294957018012823,43.83923498393148,2,16.7,7.1,1879.909776876268,1678,92679552.0,0,2020,7,18,5,3
5103,0,2.6803845710828256,244244.99,9.699691304107828,37.5782733405674,1,22.0,14.0,69.98423782234957,124,2442449.9,0,2024,10,19,5,4
2407,2,1.0267588079677337,2743350.11,7.343858560447155,33.50317683778962,1,22.8,-2.0,896.5196437908496,609,19203450.77,0,2023,6,22,3,2
7318,0,2.542817091116409,10971965.16,8.677276026412928,20.68671080187606,0,16.3,4.2,4442.091157894737,887,120691616.76,1,2022,9,17,5,3
6893,2,3.12716852622863,7939984.32,6.549285949265997,30.08804122151528,0,10.4,10.2,2664.424268456376,1106,55579890.24,0,2022,2,10,3,1
13870,0,4.882007904088329,2874012.94,11.08834024192809,10.588691288747588,2,23.3,9.5,2415.136924369748,1079,34488155.28,0,2022,3,9,2,1
6252,3,1.8908214939197283,7551874.55,9.090223773335788,-4.743991463244462,0,14.5,9.2,-17562.49895348837,210,60414996.4,0,2024,7,25,3,3
14331,1,2.1162733046498703,5347883.68,8.815194103120211,27.1861083186119,1,13.1,6.7,1764.978112211221,1770,53478836.8,0,2020,4,17,4,2
4778,2,2.493964359638144,7338098.14,7.58185967631357,4.356527340323956,1,7.6,5.5,13845.468188679244,1406,66042883.26,0,2021,4,16,4,2
8376,3,0.8271824496107106,9713983.55,5.218141568449549,1.7666292896843878,0,12.5,5.2,37361.4751923077,1312,48569917.75,0,2021,7,19,0,3
965,3,1.7253407446387126,1764593.29,9.756267645750611,17.887053935627833,1,16.7,5.4,676.0893831417625,850,15881339.61,0,2022,10,24,0,4
4967,1,3.901607088085296,7914878.74,11.698075300608403,-2.5014276801396624,2,14.8,8.5,-52765.85826666667,1802,102893423.62,0,2020,3,16,0,1
